team,event,course,gender,age_group,time,swimmer,date,meet,year,rank
COLM,50 Y Freestyle,SCY,M,65-69,26.89,Michael Burley,,2021 Palmetto Masters SCY Meet,2021,1
COLM,200 Y Freestyle,SCY,M,65-69,2:14.91,Michael Burley,,2021 Palmetto Masters SCY Meet,2021,1
