team,event,course,gender,age_group,time,swimmer,date,meet,year,rank
COLM,50 M Freestyle,LCM,W,18-24,38.99,Ava Li,,2026 Augusta Dog Days of Summer LCM,2026,1
COLM,50 M Breaststroke,LCM,W,18-24,55.81,Ava Li,,2026 Augusta Dog Days of Summer LCM,2026,1
