team,event,course,gender,age_group,time,swimmer,date,meet,year,rank
COLM,200 M Backstroke,LCM,M,70-74,3:20.40,Robert M Poiletman,,2015 Georgia LCM State Championships,2015,1
COLM,100 M Butterfly,LCM,M,70-74,1:14.73,Robert M Poiletman,,2015 Georgia LCM State Championships,2015,1
COLM,200 M Butterfly,LCM,M,70-74,3:09.85,Robert M Poiletman,,2015 Georgia LCM State Championships,2015,1
